zakaznik_id;datum_nakupu;castka
SK1333;2024-05-18;64,62
SK1052;2023-08-05;105,1
SK1328;2024-02-25;101,09
SK1045;2023-05-29;48,64
SK1241;2023-05-23;68,76
SK1308;2023-09-03;31,26
SK1208;2024-04-04;19,72
SK1137;2023-11-07;18,59
SK1479;2023-08-26;75,89
SK1287;2024-03-23;119,69
SK1088;2024-06-17;105,93
SK1383;2024-02-06;109,95
SK1297;2024-06-21;32,07
SK1425;2024-05-04;69,83
SK1355;2023-11-05;88,38
SK1029;2024-03-10;123,56
SK1021;2024-04-11;128,18
SK1079;2024-09-15;15,82
SK1309;2024-08-08;99,17
SK1354;2024-03-05;32,7
SK1112;2023-12-26;24,27
SK1027;2023-12-09;37,88
SK1042;2023-01-03;62,23
SK1119;2023-07-04;86,05
SK1250;2023-12-12;112,26
SK1116;2024-05-13;45,91
SK1201;2023-12-19;132,63
SK1002;2024-05-23;138,85
SK1130;2023-09-26;12,8
SK1290;2023-10-26;57,38
SK1018;2024-08-24;106,17
SK1458;2024-09-18;133,04
SK1144;2024-07-31;101,13
SK1060;2024-06-08;17,38
SK1238;2023-11-22;113,36
;2024-03-22;730,31
SK1449;2023-11-23;22,29
SK1395;2024-04-24;65,81
SK1179;2024-02-28;119,05
SK1279;2024-03-07;115,45
SK1083;2024-06-07;105,25
SK1090;2023-01-09;64,46
SK1247;2023-09-01;34,28
SK1174;2024-02-06;95,18
SK1108;2023-12-04;39,13
SK1341;2025-02-10;333,67
SK1483;2024-06-08;22,81
SK1341;2023-06-03;41,04
SK1469;2024-07-02;95,51
SK1116;2023-11-17;48,18
SK1092;2024-08-30;26,25
SK1250;2023-09-19;46,06
SK1142;2024-01-09;33,76
SK1170;2023-03-03;35,81
SK1393;2023-04-29;40,89
SK1258;2024-01-01;65,18
SK1431;2024-04-13;
SK1017;2024-08-08;61,74
SK1383;2023-01-30;99,85
SK1206;2023-08-21;21,72
SK1119;2023-11-09;122,03
SK1322;2023-02-04;51,8
SK1182;2023-12-21;14,65
SK1264;2024-03-14;96,4
SK1478;2024-07-17;23,95
SK1205;2023-05-04;105,36
SK1235;2023-07-27;70,4
SK1247;2023-11-26;32,13
SK1371;2023-10-07;82,53
SK1237;2024-09-01;100,37
SK1016;2024-05-23;60,17
SK1197;2024-05-06;106,19
SK1189;2023-12-10;97,67
SK1385;2024-04-10;27,51
SK1150;2024-07-16;20,65
SK1401;2023-09-25;91,92
SK1087;2024-08-11;21,59
SK1189;2024-02-10;44,12
SK1304;2024-08-22;106,53
SK1310;2023-10-21;35,05
SK1442;2024-07-15;105,64
SK1095;2024-05-10;103,91
SK1293;2023-12-04;14,91
SK1058;2024-05-10;49,2
SK1494;2023-04-20;23,9
SK1107;2024-09-24;78,52
SK1093;30.08.2024;991,42
SK1458;2023-08-01;112,75
SK1005;2024-05-27;94,84
SK1293;2023-08-16;54,26
SK1183;2024-01-14;62,56
SK1441;2024-01-09;56,57
SK1357;2024-02-05;93,98
SK1329;2024-09-20;39,02
SK1383;2023-08-27;36,61
SK1081;2024-04-20;61,53
SK1332;2024-06-11;71,77
SK1435;2024-05-30;120,64
SK1298;2024-02-14;125,33
SK1160;2023-03-25;57,93
SK1003;2024-05-28;138,37
SK1408;2024-05-17;77,71
SK1266;2024-08-05;18,9
SK1225;2023-07-06;124,45
SK1203;2023-01-10;89,35
SK1422;2024-08-15;59,54
SK1263;2023-08-05;104,96
SK1394;2023-08-12;29,93
1234;2023-09-27;660,09
SK1318;2023-08-14;55,83
SK1155;2024-09-20;112,81
SK1050;2023-10-31;55,79
SK1383;2023-08-13;75,36
SK1063;2023-01-12;122,25
SK1019;2024-08-19;41,42
 SK1400;2024-01-23;350,46
SK1269;2024-03-31;86,75
SK1204;2024-03-27;0
SK1487;2023-03-22;15,86
SK1201;2024-02-08;64,5
SK1243;2023-10-09;94,34
SK1279;2023-09-29;79,84
SK1370;2023-01-29;24,16
SK1270;2024-04-08;38,53
SK1089;2024-08-04;94,4
SK1288;2024-01-02;61,65
SK1062;2024-02-25;115,98
SK1280;2023-10-23;56,92
SK1430;2024-08-19;104,81
SK1270;2023-11-24;90,22
1419;2023-02-28;731,71
SK1396;22.07.2023;207,02
SK1023;2023-12-04;77
SK1339;2023-03-01;41,78
SK1354;2023-06-15;59,71
SK1148;2024-06-30;30,76
SK1247;2023-05-22;120,22
SK1087;2024-02-06;42,62
SK1015;2023-10-18;136,56
SK1314;2023-12-28;45,48
SK1265;2023-12-10;50,2
SK1270;2024-08-07;71,57
SK1190;2023-06-13;99,96
SK1381;2023-09-02;78,72
SK1223;2024-08-25;98,55
SK1421;2023-01-21;21,05
SK1169;2024-02-08;98,84
SK1218;2024-01-29;74,47
SK1170;2024-04-26;95,86
SK1134;2024-04-24;103,28
SK1142;2024-09-10;-252,94
SK1421;2024-02-21;73,09
SK1007;2024-07-19;114,06
SK1467;2024-06-28;37,26
SK1475;2024-05-22;88,83
SK1222;2024-07-26;75,28
SK1114;2024-01-13;72,34
SK1496;2023-11-26;56,32
SK1382;2024-02-22;104,22
SK1455;2024-09-28;61,14
SK1429;2024-09-25;41,99
SK1277;2024-04-21;138,61
SK1206;2023-02-19;138,63
SK1076;2024-07-01;15,86
SK1292;2024-01-08;89,05
SK1343;2024-01-06;67,82
SK1296;2024-05-15;69,57
SK1243;2024-09-02;67,25
SK1354;2024-04-08;123,24
SK1179;2023-01-23;42,16
SK1341;2023-12-04;21,68
SK1171;2024-02-15;139,74
SK1403;2023-02-27;136,37
SK1128;2023-04-26;45,42
SK1406;2024-04-23;49,95
SK1391;2023-03-23;50,05
SK1301;2023-07-05;68,81
SK1212;2024-05-29;61,02
SK1431;2023-05-09;74,3
SK1051;2024-06-30;61,19
SK1141;2023-09-17;77,82
SK1240;2024-01-15;76,62
SK1450;2024-09-09;128,57
SK1248;2024-04-01;41,98
SK1031;2024-04-23;111,77
SK1446;2023-06-16;118,61
SK1079;2023-12-12;124,25
SK1168;2023-10-14;104,6
SK1433;2024-02-13;26,11
SK1059;2023-08-11;20,11
SK1365;2024-03-21;18,01
SK1219;2023-03-30;61,6
SK1272;2024-07-03;128,74
SK1141;2023-08-18;127,82
SK1255;2024-07-03;122,67
SK1012;2023-11-28;122,99
SK1049;2023-04-03;47,92
SK1368;2023-05-05;28,57
SK1055;2024-06-02;116,36
SK1274;2024-06-13;102,18
SK1255;2023-12-20;138,21
SK1350;2023-09-08;133,95
SK1495;2023-02-26;25,4
SK1483;2023-08-14;86,55
SK1034;2024-07-20;26,9
SK1496;2023-06-06;70,27
SK1151;2024-08-15;115,15
SK1319;2023-10-18;114,95
SK1341;2023-08-31;88,42
SK1434;2024-06-18;48,39
SK1496;2024-03-10;58,2
SK1475;2023-12-20;48,62
1301;2024-01-27;737,51
SK1348;2023-09-12;88,81
SK1231;2023-01-12;43,65
SK1412;2023-08-14;123,37
SK1286;2023-12-08;114,61
SK1271;2024-07-11;53,27
SK1286;2024-06-03;-85,16
SK1365;2023-08-31;110,93
SK1233;2024-07-11;82,24
SK1041;2023-06-10;42,11
SK1186;2023-06-15;99,15
SK1143;2024-01-06;19,68
SK1068;2023-09-06;84,91
SK1032;2023-10-15;130,41
SK1175;2023-11-04;19,31
SK1475;2024-05-26;43,17
SK1079;2024-07-31;130,38
SK1461;2023-12-02;74,5
SK1001;2024-07-11;67,79
SK1382;2023-11-03;115,82
SK1252;2024-02-18;26,73
SK1267;2024-04-07;111,48
SK1018;2024-02-27;67,27
SK1463;2023-05-15;127,57
SK1458;2024-01-01;138,33
SK1257;2023-08-11;58,92
SK1391;2023-01-14;31,81
SK1083;2024-01-30;29,49
SK1117;2024-03-14;124,38
SK1421;2023-04-06;94,11
SK1215;2023-01-06;99,48
SK1021;2024-05-07;47,63
SK1391;2023-09-29;114,73
SK1495;2023-12-17;133,49
SK1323;2024-07-14;28,75
SK1397;2024-04-17;115,05
SK1349;2023-08-30;80,01
SK1347;2024-05-18;65,59
SK1153;2023-10-09;98,58
SK1369;2023-11-28;78,27
SK1037;2024-03-26;38,64
SK1221;2023-07-15;67,89
SK1281;2024-07-24;81,4
SK1454;2023-04-05;65,17
SK1043;2023-05-05;77,53
SK1095;2023-07-06;69,39
SK1217;2024-04-07;23,54
SK1125;2023-12-24;98,82
SK1251;2023-11-17;36,17
SK1232;2024-01-10;37,42
SK1415;2023-04-02;117,57
SK1330;2024-06-09;14,1
SK1281;2024-01-01;81,8
SK1025;2024-06-29;97,09
SK1106;2024-04-08;139,37
SK1075;2023-11-01;41,52
SK1385;2023-09-20;31,54
SK1397;2024-06-29;139,08
SK1310;2024-06-26;89,66
SK1330;2024-01-08;78,66
SK1038;2023-02-16;34,34
SK1226;2023-09-17;78,2
SK1186;2023-09-29;38,26
SK1448;2024-09-23;86,66
SK1004;2023-06-05;114,55
SK1030;2023-11-21;122,91
SK1078;2024-09-11;67,01
SK1149;2024-03-04;87,64
SK1305;2023-11-16;102,74
SK1059;2023-10-03;19,47
SK1049;2023-01-09;130,41
SK1407;2024-06-19;101,88
SK1111;2023-11-13;130,98
SK1468;2024-09-16;138,52
SK1078;2023-08-20;78,36
SK1140;2024-07-03;97,61
SK1047;2023-09-17;77,24
SK1247;2024-06-10;27,01
SK1367;2023-12-26;77,02
SK1472;2023-08-18;109,32
SK1307;2024-03-21;25,45
1026;2023-05-17;572,25
SK1153;2024-07-13;44,85
SK1456;2023-02-05;47,2
SK1331;2023-11-14;108,54
SK1193;2023-11-05;132,53
SK1340;2023-09-26;40,55
SK1211;2024-01-08;133,2
SK1204;2023-06-10;134,91
SK1413;2024-09-19;124,68
SK1416;2024-07-22;43,25
SK1400;2023-03-29;55,65
SK1218;2024-04-03;20,27
SK1310;2024-01-04;15,74
SK1021;2024-05-21;67,44
SK1259;2024-07-20;108,96
SK1013;2023-08-22;121,63
SK1288;2023-10-05;109,6
SK1147;2024-08-02;98,49
SK1048;2023-06-10;134,74
SK1236;2023-10-11;60,51
SK1027;2023-01-07;84,67
SK1409;2024-06-16;24,84
SK1486;2024-01-16;14,82
SK1022;2023-10-07;31,77
SK1174;2024-05-12;97,9
SK1207;2024-03-08;116,46
SK1358;2024-09-06;130,69
SK1355;2023-04-26;112,16
SK1035;2024-09-04;75,26
SK1127;2024-07-16;70,27
SK1316;2023-10-08;23,26
SK1137;2024-01-14;86,89
SK1306;2023-02-06;97,09
SK1453;2023-09-08;88,28
SK1351;2024-07-18;49,17
SK1166;2024-01-01;35,94
SK1337;2024-09-09;67,03
SK1316;2023-04-18;16,48
SK1352;2024-03-12;64,22
SK1228;2023-08-14;43,95
SK1230;2024-01-24;40,82
SK1270;2024-04-22;107,06
SK1124;2023-01-11;99,97
SK1165;2023-09-08;63,56
SK1162;2023-07-05;21,76
SK1281;2024-05-09;44,28
SK1040;2024-09-24;38,2
SK1196;2024-04-15;40,7
SK1312;2023-08-19;107,01
SK1461;2024-07-18;105,23
SK1202;2023-02-02;98,4
SK1183;2024-07-03;68,08
SK1267;2024-07-21;117,09
SK1255;2023-12-20;138,21
SK1039;2024-07-20;97,56
SK1242;2023-05-12;90,29
SK1135;2024-03-14;34,83
SK1326;2024-09-06;90,81
SK1167;2024-02-15;122,69
SK1285;2024-07-18;51,19
SK1065;2023-06-05;68,88
SK1471;2024-07-12;109,75
SK1264;2023-07-02;107,04
SK1227;2024-03-15;48,16
SK1118;2024-07-30;66,27
SK1102;2024-05-24;126,73
SK1362;2023-02-18;12,51
SK1134;2024-05-04;109,2
SK1426;2024-06-27;123,77
SK1012;2023-08-28;63,5
SK1373;2026-01-15;638,48
SK1463;2023-12-21;120,72
SK1473;2023-12-09;119,3
SK1194;2023-10-11;26,74
SK1123;2024-05-04;14,59
SK1429;2024-08-25;122,87
SK1318;2024-01-03;134,94
SK1080;2023-05-19;54,36
SK1419;2024-01-11;66,41
SK1023;2023-08-27;28,13
SK1106;2023-08-21;121,63
SK1180;2023-12-13;115,9
SK1263;2023-04-06;84,84
;2023-08-05;490,45
SK1476;2024-03-01;101,56
SK1115;2023-11-20;129,35
SK1300;2023-09-24;125,77
SK1349;2023-04-14;28,55
SK1486;2023-10-23;67,92
SK1186;2024-03-28;93,44
SK1291;2024-07-16;82,18
SK1013;2024-03-12;61,39
SK1333;2023-09-04;127,86
SK1246;2023-05-14;59,46
SK1416;2024-04-22;73,77
SK1379;2023-10-13;44,31
SK1241;2023-10-16;88,54
SK1089;2024-04-26;87,19
SK1316;2023-07-23;127,87
SK1164;2024-07-06;51,99
SK1162;2023-09-17;40,45
SK1234;2023-10-19;132,59
SK1440;2023-01-23;89,95
SK1399;2023-12-11;53,45
SK1053;2023-07-13;122,48
SK1492;2023-02-13;96,72
SK1086;2023-09-10;101,17
SK1245;2023-10-03;24,39
SK1026;2024-08-12;13,58
SK1174;2024-05-29;69,6
SK1250;2023-11-27;20,07
SK1146;2023-08-15;59,61
1477;2023-01-16;826,07
SK1399;2024-01-02;56,83
SK1249;2023-08-25;14,37
SK1188;2023-04-15;78,56
SK1424;2023-07-06;88,06
SK1098;2024-08-13;73,96
SK1171;2023-04-19;81,07
SK1101;2024-01-05;112,87
SK1169;2024-05-25;121,07
SK1416;2024-08-04;41,51
SK1105;2024-09-28;41,16
SK1320;2023-07-25;119,62
SK1218;2023-05-03;27,83
SK1212;2023-09-06;119,73
SK1425;2023-11-02;53,57
SK1126;2024-04-02;68,16
SK1325;2024-08-16;90,76
SK1191;2024-04-24;35,42
SK1166;2023-03-25;58,75
SK1288;2023-08-20;68,99
SK1333;2024-07-19;81,34
SK1188;2023-11-15;81,79
SK1103;2024-06-16;63
SK1136;2024-09-14;135,41
SK1139;2024-09-21;89,53
SK1094;2023-12-25;20,03
SK1278;2024-03-18;84,35
SK1500;2024-02-15;40,46
SK1394;2023-11-11;97,18
SK1274;2024-01-14;65,04
SK1324;2023-04-21;131,8
SK1042;2023-04-20;52,2
SK1146;2024-08-05;84,7
SK1214;2024-08-15;63,79
SK1152;2024-04-26;122,39
SK1433;2024-05-10;138,43
SK1193;2023-06-13;17,26
SK1412;2023-08-16;61,12
SK1424;2024-04-11;86,76
SK1162;2023-04-16;63,8
SK1491;2024-06-05;117,24
SK1229;2023-07-20;126,29
SK1356;2024-09-25;120,25
SK1017;2024-05-21;56,89
SK1143;2023-08-23;43,17
SK1209;2024-04-04;77,53
SK1122;2023-09-26;30,13
SK1381;2023-11-13;104,51
SK1166;2023-01-13;103,34
SK1129;2024-09-25;70,52
SK1400;2023-01-30;44,76
SK1437;2024-08-10;110,8
SK1237;2024-06-21;104,61
SK1079;2024-05-21;74,4
SK1031;2023-10-03;123,89
SK1378;2023-07-11;56,17
SK1265;2023-10-17;29,07
SK1343;2024-06-25;125,56
SK1387;2023-02-09;47,84
SK1088;2024-09-10;85,08
SK1232;2023-06-25;115,24
SK1430;2023-09-01;122,74
SK1474;2024-09-14;52,71
SK1314;2023-04-05;131,54
SK1456;2023-11-20;48,62
SK1393;2023-02-25;92,8
SK1127;2024-04-10;101,65
SK1363;2024-05-09;31,73
SK1475;2023-09-03;94,28
SK1481;2023-11-24;121,08
SK1177;2024-02-05;68,28
SK1105;2023-08-28;30,76
SK1468;2023-12-06;128,28
SK1388;2023-11-10;15,52
SK1162;2023-06-12;-242,61
SK1099;2023-03-05;74,82
SK1330;2024-05-22;30,46
SK1071;2024-08-11;45,41
SK1282;2024-07-12;59,06
SK1268;15.03.2023;338,63
SK1017;2023-06-25;20,42
SK1081;2023-12-02;43,61
SK1416;2023-12-03;13,04
SK1201;2024-08-17;70,35
SK1260;2023-03-05;48,41
SK1420;2024-03-13;124,87
SK1247;2024-06-20;36,31
SK1227;2024-07-23;87,6
SK1071;14.04.2024;678,76
SK1052;2023-02-08;112,84
SK1315;2023-05-10;33,43
SK1393;2024-01-30;130,6
SK1253;2023-07-21;75,35
SK1213;2023-05-10;132,66
SK1120;2023-01-10;56,12
SK1230;2023-03-21;57,14
SK1034;2023-06-07;90,34
SK1187;2024-06-26;122,07
SK1135;2023-09-24;33,69
SK1293;2023-11-12;47,39
SK1131;2024-01-09;106,99
SK1061;2023-06-26;16,04
SK1003;2023-11-15;42,37
SK1484;2024-09-13;30,39
SK1404;2024-06-28;103,87
SK1248;2023-09-18;80,83
SK1278;2024-03-18;-274,12
SK1173;01.11.2023;697,88
SK1007;2024-02-08;99,55
SK1072;2023-08-13;92,4
SK1350;2024-03-30;81,96
SK1132;2024-03-12;81,99
;2024-03-17;556,47
SK1115;2024-08-25;103,41
SK1439;2023-10-12;96,57
SK1294;2024-08-07;114,14
SK1353;2024-07-19;46,58
SK1163;2024-05-31;36,9
SK1048;2023-12-10;14,39
SK1335;2024-09-11;127,52
SK1224;2024-03-26;119,22
SK1299;2023-08-19;112,67
SK1445;2024-04-29;98,86
SK1070;2024-03-26;106,04
SK1199;2024-01-06;64,86
SK1461;2024-02-06;71,95
SK1104;2024-09-22;26,69
SK1453;2023-05-21;130,55
SK1165;2024-06-06;118,89
SK1077;2023-02-06;37,63
SK1461;2023-10-09;68,25
SK1291;2024-09-11;131,56
SK1382;2024-02-07;99,57
SK1159;2024-02-21;57,73
SK1268;2023-11-16;100,42
SK1241;2023-07-17;134,68
SK1316;2023-11-20;132,48
SK1427;2023-06-05;108,79
SK1324;2024-03-01;84,39
SK1358;2023-11-12;90,35
SK1152;2024-03-30;104,93
SK1161;2024-07-11;90,19
SK1376;2024-08-29;107,24
SK1017;2024-08-05;61,28
SK1014;2024-09-05;52,53
SK1081;2024-04-19;39,4
SK1455;2023-10-22;17,62
SK1324;2023-11-13;19,36
SK1493;2024-08-15;52,97
SK1164;2024-03-13;58,35
SK1244;2023-02-11;70,01
SK1395;2024-01-09;72,44
SK1182;2024-01-24;82,71
SK1128;2024-02-21;87,62
SK1420;2023-11-07;101,62
SK1024;2024-09-14;119,02
SK1435;2023-08-03;47,41
SK1362;2023-06-18;47,4
SK1374;2024-07-26;138,18
SK1218;2023-09-22;108,66
SK1410;2023-06-15;26,13
SK1172;2024-05-15;22,37
SK1286;2024-06-03;88,36
SK1245;2023-05-24;28,94
SK1188;2023-10-10;96,39
SK1443;2024-07-05;131,56
SK1417;2024-08-31;13,08
SK1338;2024-03-26;57,24
SK1189;2023-08-12;48,34
SK1333;2024-01-08;79,79
SK1344;2023-04-11;56,7
SK1166;2023-08-22;79,36
SK1176;2024-08-15;43,52
SK1459;2023-07-18;59,68
SK1463;2024-02-29;51,65
SK1493;2023-11-03;84,22
SK1302;2024-08-10;82,22
SK1311;2024-05-11;29,95
SK1013;2024-06-20;49,53
SK1243;2024-06-16;67,36
SK1316;2023-11-01;30,57
SK1156;2023-11-24;40,04
SK1046;2024-08-14;24,12
SK1319;2023-04-25;69,8
SK1490;2024-09-25;138,82
SK1382;2024-09-01;25,35
SK1109;2023-01-30;107,01
SK1034;2024-03-27;133,29
SK1101;2023-07-25;30,62
SK1212;2024-02-04;38,44
SK1162;2023-06-12;139,8
SK1217;2024-07-17;41,35
SK1194;2024-09-18;28,18
SK1031;2023-10-03;123,89
SK1020;2023-05-05;122,65
SK1414;2023-12-24;138,98
SK1482;2024-04-12;107,85
SK1375;2024-08-02;59,9
SK1195;2024-07-28;116,92
SK1265;2025-09-22;453,36
SK1179;2023-05-06;49,2
SK1495;2024-03-28;46,43
SK1173;2024-05-25;51,83
SK1428;2024-03-28;29,96
SK1473;2023-01-28;62,08
SK1495;2023-05-16;50,22
SK1466;2023-03-04;55,95
SK1433;2023-08-19;41,77
SK1453;2023-07-15;13,97
SK1389;2024-06-27;126,16
SK1429;2024-02-01;16,92
SK1255;2024-01-04;78,91
SK1387;2023-03-30;118,7
SK1388;2024-08-20;57,95
SK1447;2023-10-23;121,59
SK1415;2023-06-17;77,71
SK1435;2024-04-30;23,35
SK1318;2023-12-05;35,49
SK1397;2023-09-30;38,88
SK1054;2023-05-08;21,49
SK1196;2023-08-07;139,72
SK1394;2024-06-03;102,25
SK1285;2024-03-03;104,31
SK1402;2024-02-28;24,81
SK1327;2024-07-07;132,47
SK1194;2024-09-20;92,29
SK1121;2024-09-24;20,79
SK1144;2023-10-16;54,32
SK1411;2023-10-12;39,06
SK1100;2024-02-27;106,28
SK1010;2023-02-25;138,12
SK1377;2024-07-08;43,52
SK1002;2024-06-28;14,27
SK1336;2024-09-09;25,11
SK1171;2024-03-14;44,59
SK1023;2023-01-01;111,51
SK1184;2024-09-04;60,31
SK1334;2023-07-03;95,68
SK1328;2024-07-06;104,62
SK1348;2024-05-02;12,17
SK1200;2023-11-22;0
SK1285;2023-10-24;56,8
SK1489;2024-02-13;47,03
SK1198;2024-06-29;129
SK1354;2024-01-17;14,65
SK1008;2024-06-06;132,06
 SK1215;2023-02-08;583,17
SK1484;2024-01-03;40,27
SK1277;2024-01-17;105,3
SK1185;2023-06-19;104,19
SK1027;2024-01-26;100,91
SK1456;2025-06-30;446,55
SK1260;2024-04-07;48,99
SK1257;2024-06-06;50,84
SK1192;2024-05-02;41,61
SK1056;2024-08-26;45,31
SK1340;2023-04-02;51,11
SK1477;2023-09-21;104,93
SK1498;2023-05-31;44,1
SK1289;2024-07-09;90,14
SK1477;2023-11-07;127,24
SK1331;2024-08-11;25,76
SK1462;2023-06-02;85,9
SK1318;2023-05-26;32,83
SK1399;2023-09-19;113,59
SK1322;2023-03-22;138,18
SK1321;2024-03-18;35,97
SK1357;2023-11-16;128,9
SK1250;2023-09-19;46,06
SK1355;2023-10-20;81,91
;2023-04-05;232,71
SK1282;2023-12-29;113,98
SK1059;2024-08-04;85,99
SK1082;2024-08-05;30,99
SK1063;2023-09-10;115,19
SK1073;2023-04-09;71,84
SK1361;2024-06-17;43,94
SK1216;2023-10-07;111,08
SK1147;2024-04-18;73,54
SK1359;2023-03-07;63,21
SK1205;2023-12-01;52,91
SK1328;2023-05-19;61,53
SK1080;2023-07-13;112,27
SK1466;2023-04-20;31,99
SK1432;2024-06-21;38,28
SK1372;2024-07-25;45,04
SK1038;2024-01-10;92,56
SK1348;2024-01-29;70,26
SK1274;2023-12-25;28,43
SK1420;2024-07-31;55,12
SK1462;2023-01-03;104,94
SK1134;2023-09-22;113,65
SK1470;2023-12-06;92,58
SK1394;2024-07-18;94,48
SK1182;2023-06-08;137,63
SK1385;2023-08-23;52,08
SK1030;2023-03-17;26,02
SK1401;2023-05-06;123,06
SK1155;2024-01-24;13,65
SK1152;2024-05-19;33,93
SK1157;2023-11-04;94,19
SK1135;2024-01-08;106,64
SK1162;2024-01-13;27,42
SK1138;2023-04-03;105,73
SK1461;2024-04-12;47,17
SK1359;2023-05-17;67,5
SK1396;2024-01-29;35,81
SK1383;2023-07-28;41,68
SK1013;2023-12-10;57,11
SK1297;2024-09-19;44,77
SK1429;2024-07-16;96,51
SK1358;2024-08-03;109,35
SK1380;2023-12-11;69,89
SK1127;2023-08-09;130,08
SK1238;2023-04-19;23,35
SK1477;2024-05-27;122,12
SK1085;2024-03-08;77,45
SK1030;2023-10-26;104,85
SK1373;2024-04-27;137,74
SK1183;2024-05-16;13,98
SK1492;2024-01-30;24,8
